"","marr","wage","exper","age","educ","games","minutes","guard","forward","center","points","rebounds","assists","draft","allstar","avgmin","lwage","black","children","expersq","agesq","marrblck"
"87",0,1.54399991035461,7,29,4,75,2571,1,0,0,13.6000003814697,5.09999990463257,5.09999990463257,47,0,34.2799987792969,2.73696160316467,1,1,49,841,0
"88",0,3.17000007629395,11,31,4,80,3277,0,0,1,27.2999992370605,11.8999996185303,3.59999990463257,1,1,40.9625015258789,3.45631670951843,1,0,121,961,0
"89",0,0.224999994039536,2,24,4,47,219,0,0,1,1.89999997615814,1.29999995231628,0.200000002980232,0,0,4.65957450866699,0.810930192470551,1,0,4,576,0
"90",1,2.28299999237061,8,29,4,78,2209,1,0,0,11.6000003814697,4.19999980926514,4.19999980926514,6,0,28.3205127716064,3.12807536125183,1,1,64,841,1
"91",0,2.42799997329712,11,32,4,82,2909,0,1,0,14,10.6000003814697,2.29999995231628,9,0,35.4756088256836,3.18965291976929,1,0,121,1024,0
"92",0,1.04999995231628,1,23,4,64,759,1,0,0,5.30000019073486,1.10000002384186,1.20000004768372,13,0,11.859375,2.35137534141541,1,0,1,529,0
"93",0,0.150000005960464,1,24,4,49,923,0,1,0,8.69999980926514,3.09999990463257,0.600000023841858,0,0,18.8367347717285,0.405465096235275,1,0,1,576,0
"94",0,1.10000002384186,6,29,4,78,1533,1,0,0,7.5,1.79999995231628,3.70000004768372,15,0,19.6538467407227,2.39789533615112,1,0,36,841,0
"95",0,0.150000005960464,1,23,2,37,871,0,1,0,6.90000009536743,NA,1,0,0,23.5405406951904,0.405465096235275,1,1,1,529,0
"96",0,1.69400000572205,5,28,4,37,1022,1,0,0,10,3,6.40000009536743,10,0,27.6216220855713,2.82967758178711,1,0,25,784,0
"97",0,2.83999991416931,3,24,4,14,350,0,0,1,7.40000009536743,6.59999990463257,0.800000011920929,23,0,25,3.34638905525208,1,1,9,576,0
"98",0,1.02300000190735,2,24,4,43,623,0,1,0,6.59999990463257,2.70000004768372,1.10000002384186,14,0,14.4883718490601,2.32532453536987,1,1,4,576,0
"99",1,0.569000005722046,2,25,4,76,1930,0,0,1,8.89999961853027,5.5,1,25,0,25.3947372436523,1.73871028423309,1,0,4,625,1
"100",0,1.22500002384186,4,26,4,75,2118,0,1,0,11.6999998092651,8.69999980926514,1,13,0,28.2399997711182,2.50552582740784,1,1,16,676,0
"101",0,0.649999976158142,2,24,4,40,352,1,0,0,3.59999990463257,0.699999988079071,1.79999995231628,16,0,8.80000019073486,1.8718022108078,1,0,4,576,0
"102",0,0.150000005960464,1,25,4,53,535,0,0,1,2.09999990463257,2.20000004768372,0.300000011920929,0,0,10.0943393707275,0.405465096235275,0,0,1,625,0
"103",1,3.20000004768372,9,33,4,25,556,0,0,1,8.89999961853027,5.19999980926514,1.89999997615814,2,0,22.2399997711182,3.465735912323,0,0,81,1089,0
"104",0,1.70000004768372,4,26,4,76,2253,0,1,0,12.3000001907349,6.80000019073486,1.10000002384186,27,0,29.6447372436523,2.83321332931519,1,1,16,676,0
"105",0,1.4449999332428,2,24,4,65,1515,1,0,0,10.3000001907349,3.59999990463257,2.09999990463257,17,0,23.3076915740967,2.67069435119629,0,0,4,576,0
"106",1,4.13300037384033,5,26,0,79,2685,0,0,1,14.1999998092651,10.8000001907349,3.90000009536743,26,0,33.9873428344727,3.72158861160278,0,0,25,676,0
"107",0,0.150000005960464,1,24,4,27,247,0,1,0,2.59999990463257,2.20000004768372,0.200000002980232,0,0,9.14814853668213,0.405465096235275,1,1,1,576,0
"108",0,1.10000002384186,1,24,4,71,1762,0,1,0,9.5,5.80000019073486,1.29999995231628,12,0,24.8169021606445,2.39789533615112,1,0,1,576,0
"109",0,0.910000026226044,2,25,4,30,923,1,0,0,14.1000003814697,3.59999990463257,3.09999990463257,15,0,30.7666664123535,2.20827436447144,1,0,4,625,0
"110",0,0.800000011920929,4,26,4,73,1617,1,0,0,8.80000019073486,2.70000004768372,2,51,0,22.1506843566895,2.0794415473938,1,0,16,676,0
"111",0,2.40000009536743,11,33,4,81,2278,1,0,0,11.8999996185303,1.89999997615814,4.19999980926514,139,0,28.1234569549561,3.178053855896,1,0,121,1089,0
"112",0,0.150000005960464,1,23,4,81,2700,1,0,0,13.6000003814697,2.90000009536743,5.69999980926514,37,1,33.3333320617676,0.405465096235275,1,0,1,529,0
"113",1,1.85000002384186,12,33,3,80,1597,0,1,0,10.1999998092651,2.29999995231628,1.89999997615814,1,0,19.9624996185303,2.91777062416077,1,0,144,1089,1
"114",0,2,4,25,4,53,1601,0,1,0,19.1000003814697,6.5,1.70000004768372,48,0,30.2075462341309,2.99573230743408,1,1,16,625,0
"115",0,0.311999976634979,4,27,4,37,319,1,0,0,2.29999995231628,2.20000004768372,0.300000011920929,0,0,8.62162208557129,1.13783299922943,1,0,16,729,0
"116",0,1.00200009346008,4,26,4,53,697,1,0,0,7,2.59999990463257,0.699999988079071,9,0,13.1509437561035,2.30458307266235,1,0,16,676,0
"117",1,0.150000005960464,4,26,4,76,1726,1,0,NA,7.69999980926514,2.09999990463257,3.5,40,0,22.7105255126953,0.405465096235275,1,0,16,676,1
"118",1,1.10000002384186,7,29,4,75,1880,0,1,0,11.5,2.20000004768372,2,63,0,25.0666675567627,2.39789533615112,0,0,49,841,0
"119",0,0.25,2,25,4,72,1199,0,0,1,7.19999980926514,4.19999980926514,0.400000005960464,42,0,16.6527786254883,0.916290760040283,0,0,4,625,0
"120",1,0.922000050544739,4,27,4,15,66,0,1,0,2.20000004768372,0.699999988079071,0.100000001490116,12,0,4.40000009536743,2.22137498855591,1,0,16,729,1
"121",1,1.41000008583069,6,28,4,69,2201,0,1,0,11.3999996185303,7.19999980926514,2.5,33,0,31.8985500335693,2.64617490768433,1,1,36,784,1
"122",0,1.18599998950958,2,23,3,63,1358,1,0,0,10.5,2.5,1.5,12,0,21.5555553436279,2.47317147254944,1,1,4,529,0
"123",1,2.00200009346008,5,27,4,81,2999,1,0,0,21.1000003814697,5.40000009536743,2.29999995231628,4,0,37.0246925354004,2.99673175811768,1,0,25,729,1
"124",1,2.4520001411438,8,30,4,76,1910,0,1,0,7.69999980926514,5.40000009536743,1.70000004768372,11,0,25.1315784454346,3.1994891166687,0,0,64,900,0
"125",0,3.05699992179871,6,29,4,72,2410,0,0,1,15.1000003814697,10.1999998092651,1.89999997615814,9,0,33.4722213745117,3.42001914978027,1,0,36,841,0
"126",0,2.25200009346008,3,25,4,78,2776,1,0,0,17.2999992370605,4.5,5,5,0,35.5897445678711,3.11440372467041,1,0,9,625,0
"127",0,0.86599999666214,2,23,4,82,2560,0,1,0,13.5,7.59999990463257,2,8,0,31.2195129394531,2.15871477127075,1,0,4,529,0
"128",0,0.649999976158142,3,25,4,72,1242,1,0,0,6.19999980926514,2,2.29999995231628,21,0,17.25,1.8718022108078,0,0,9,625,0
"129",0,0.150000005960464,4,26,4,30,579,0,1,0,7.80000019073486,4.59999990463257,1.10000002384186,0,0,19.2999992370605,0.405465096235275,0,0,16,676,0
"130",0,1.72199988365173,2,24,4,76,2127,1,0,0,12.6999998092651,4.09999990463257,1.79999995231628,8,0,27.9868412017822,2.84607148170471,1,0,4,576,0
"131",1,0.669999957084656,3,24,4,82,1472,1,0,0,5.30000019073486,1.29999995231628,2.59999990463257,23,0,17.9512195587158,1.90210747718811,1,0,9,576,1
"132",0,0.800000011920929,4,26,4,82,2533,1,0,0,15.3000001907349,3.20000004768372,6.69999980926514,21,0,30.8902435302734,2.0794415473938,1,1,16,676,0
"133",1,1.47000002861023,10,31,4,76,1524,0,1,0,9.60000038146973,8.39999961853027,0.699999988079071,10,0,20.0526313781738,2.68784737586975,1,0,100,961,1
"134",0,1.375,8,31,4,82,1921,0,0,1,3.59999990463257,5.40000009536743,0.800000011920929,69,0,23.4268283843994,2.62103891372681,1,1,64,961,0
"135",0,0.150000005960464,1,26,0,5,33,0,1,0,3,3.20000004768372,0.400000005960464,0,0,6.59999990463257,0.405465096235275,1,1,1,676,0
"136",1,1.60000002384186,5,27,4,49,1053,0,1,0,7.90000009536743,4.90000009536743,1.20000004768372,6,0,21.4897956848145,2.7725887298584,1,0,25,729,1
"137",0,2.73000001907349,2,25,4,70,2428,0,1,0,16.7999992370605,8.60000038146973,4.40000009536743,3,0,34.6857147216797,3.30688667297363,0,1,4,625,0
"138",0,0.375,2,25,4,55,626,0,1,0,4.5,3.59999990463257,0.200000002980232,28,0,11.381817817688,1.32175588607788,1,0,4,625,0
"139",0,2,1,23,4,79,2415,1,0,0,16.6000003814697,4,2.59999990463257,5,1,30.5696201324463,2.99573230743408,1,0,1,529,0
"140",0,0.270000010728836,2,24,4,80,1617,1,0,0,5.90000009536743,1.5,3.59999990463257,34,0,20.2124996185303,0.993251800537109,1,0,4,576,0
"141",1,1.27499997615814,5,27,4,72,2182,1,0,0,14.6999998092651,3.20000004768372,2.40000009536743,38,0,30.3055553436279,2.54553127288818,1,0,25,729,1
"142",1,2.07500004768372,6,28,4,71,2206,1,0,0,13.6999998092651,3.09999990463257,7.19999980926514,48,0,31.0704231262207,3.03254628181458,1,0,36,784,1
"143",1,2.92499995231628,3,24,2,82,3135,1,0,0,18.7999992370605,3.90000009536743,9.60000038146973,2,1,38.2317085266113,3.37587952613831,1,0,9,576,1
"144",1,3.57500004768372,9,30,3,77,1817,0,0,1,9.30000019073486,6.5,0.600000023841858,3,0,23.5974025726318,3.57655024528503,1,0,81,900,1
"145",1,0.600000023841858,1,25,4,79,1950,0,1,0,5.69999980926514,6.19999980926514,1.20000004768372,29,0,24.6835441589355,1.7917594909668,1,0,1,625,1
"146",0,3.44000005722046,4,27,3,77,2778,0,1,0,20.2000007629395,11.3000001907349,3.40000009536743,1,1,36.0779228210449,3.53805661201477,1,1,16,729,0
"147",1,1.20000004768372,6,29,4,82,2727,1,0,0,14,3.40000009536743,2.79999995231628,0,0,33.2560958862305,2.4849066734314,1,0,36,841,1
"148",0,1.20000004768372,7,30,4,82,1969,0,1,0,11.8000001907349,6.09999990463257,0.899999976158142,2,0,24.0121955871582,2.4849066734314,1,0,49,900,0
"149",0,0.150000005960464,3,26,3,29,591,1,0,0,8.30000019073486,2.29999995231628,2.29999995231628,34,0,20.3793106079102,0.405465096235275,1,0,9,676,0
"150",1,0.649999976158142,13,36,4,28,226,0,1,0,2.09999990463257,1.89999997615814,0.200000002980232,0,0,8.0714282989502,1.8718022108078,1,1,169,1296,1
"151",1,1.96000003814697,6,28,4,50,1349,0,1,0,10.8999996185303,4.59999990463257,1.60000002384186,4,0,26.9799995422363,2.97552967071533,1,1,36,784,1
"152",1,0.921000003814697,4,26,4,30,319,0,0,1,2.29999995231628,3,0.400000005960464,0,0,10.6333332061768,2.22028994560242,0,0,16,676,0
"153",0,0.649999976158142,1,24,4,48,386,1,0,0,3.40000009536743,0.800000011920929,1.5,16,0,8.04166698455811,1.8718022108078,0,0,1,576,0
"154",0,0.949999988079071,4,26,4,70,877,0,1,0,4.59999990463257,3.59999990463257,0.400000005960464,0,0,12.5285711288452,2.25129175186157,1,1,16,676,0
"155",1,1.26899993419647,3,26,4,80,1994,1,0,0,7.90000009536743,2.40000009536743,4.59999990463257,12,0,24.9249992370605,2.54081439971924,1,0,9,676,1
"156",0,0.649999976158142,4,26,4,73,1402,0,1,0,5.09999990463257,4.69999980926514,1.20000004768372,23,0,19.2054786682129,1.8718022108078,1,0,16,676,0
"157",0,0.763999998569489,2,24,4,56,1333,1,0,0,11,1.20000004768372,3,20,0,23.8035717010498,2.03339767456055,1,0,4,576,0
"158",1,3.625,9,32,4,79,2972,0,0,1,24.5,11.1999998092651,2.29999995231628,1,1,37.6202545166016,3.5904393196106,1,0,81,1024,1
"159",1,2.23399996757507,11,33,3,82,2204,1,0,0,9.60000038146973,1.70000004768372,4.09999990463257,11,0,26.8780479431152,3.10637879371643,1,1,121,1089,1
"160",0,1.10000002384186,5,27,4,73,1903,0,1,0,7.19999980926514,5.80000019073486,2.09999990463257,0,0,26.0684928894043,2.39789533615112,1,1,25,729,0
"161",0,2,9,30,4,82,2932,0,1,0,11.8000001907349,11.8000001907349,2.70000004768372,9,0,35.7560958862305,2.99573230743408,1,1,81,900,0
"162",1,1.10000002384186,11,33,3,19,499,1,0,0,7.5,2,5.30000019073486,31,0,26.2631587982178,2.39789533615112,1,0,121,1089,1
"163",1,2.55699992179871,6,29,4,43,1105,0,1,0,10.3999996185303,3.79999995231628,1.20000004768372,3,0,25.6976737976074,3.24141979217529,1,1,36,841,1
"164",1,1.12000000476837,5,29,4,59,2057,1,0,0,19,3.09999990463257,5.90000009536743,0,0,34.8644065856934,2.41591382026672,1,1,25,841,1
"165",1,1.60000002384186,13,36,4,70,774,0,0,1,3.29999995231628,2.59999990463257,0.400000005960464,14,0,11.0571432113647,2.7725887298584,1,1,169,1296,1
"166",0,1.4449999332428,2,24,4,65,1515,1,0,0,10.3000001907349,3.59999990463257,2.09999990463257,17,0,23.3076915740967,2.67069435119629,0,1,4,576,0
"167",0,2.67000007629395,5,26,3,81,2811,1,0,0,15.8000001907349,5.90000009536743,3.59999990463257,11,0,34.7037048339844,3.28466367721558,1,0,25,676,0
"168",0,0.649999976158142,2,24,4,74,1371,0,1,0,5.30000019073486,4.59999990463257,0.899999976158142,15,0,18.527027130127,1.8718022108078,1,1,4,576,0
"169",1,0.899999976158142,5,30,4,70,948,1,0,0,4.59999990463257,1.70000004768372,1.5,66,0,13.542857170105,2.19722461700439,1,0,25,900,1
"170",0,1.96499991416931,7,29,4,70,2570,0,1,0,15.1000003814697,11,3.40000009536743,10,1,36.7142868041992,2.97807741165161,1,1,49,841,0
"171",0,1.24399995803833,1,23,3,82,3015,1,0,0,16,5.40000009536743,6.59999990463257,2,1,36.7682914733887,2.52091717720032,1,1,1,529,0
"172",1,0.985000014305115,11,33,4,29,309,0,0,1,1.20000004768372,2.40000009536743,0.100000001490116,21,0,10.6551723480225,2.28747153282166,0,0,121,1089,0
"173",0,3.90000009536743,2,22,3,81,3224,0,0,1,29.2999992370605,13.1999998092651,2.09999990463257,1,1,39.8024673461914,3.66356158256531,1,1,4,484,0
